;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal
;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry
;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;AH;Soil
;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02
Time;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts
32.125;7048.00;3448.00;507069.00;404.00;1633.00;0.00;2307911.00;534.00;2670.00;3509.00;2455345.00;496.00;915.00;479.00;681436.00;698.00;1560.00;769.00;137035.00;591.00;1284.00;1550.00;162030.00;541.00
32.130;7137.00;3439.00;512646.00;533.00;1718.00;156.00;2286188.00;527.00;2543.00;3295.00;2444063.00;532.00;814.00;361.00;678549.00;630.00;1614.00;1212.00;135158.00;953.00;1554.00;2096.00;166976.00;943.00
32.136;5950.00;4157.00;504510.00;528.00;2319.00;0.00;2284387.00;193.00;2490.00;3378.00;2452215.00;644.00;819.00;352.00;680184.00;664.00;1776.00;908.00;136573.00;578.00;529.00;990.00;164371.00;415.00
32.142;6197.00;3408.00;505877.00;807.00;1497.00;166.00;2297774.00;0.00;2594.00;2283.00;2437139.00;486.00;666.00;379.00;686889.00;555.00;1507.00;977.00;138128.00;837.00;1862.00;2029.00;163228.00;430.00
32.147;6939.00;3606.00;506466.00;617.00;1967.00;0.00;2294162.00;202.00;2023.00;3727.00;2471952.00;457.00;475.00;369.00;692039.00;639.00;1535.00;607.00;134116.00;619.00;1454.00;886.00;166600.00;520.00
32.153;6886.00;3477.00;498714.00;565.00;1507.00;0.00;2303605.00;386.00;2297.00;3434.00;2431141.00;651.00;590.00;462.00;686344.00;323.00;1097.00;1139.00;138882.00;622.00;1503.00;864.00;162508.00;313.00
32.159;6106.00;3622.00;506596.00;559.00;1575.00;0.00;2287507.00;469.00;3239.00;3184.00;2438539.00;481.00;352.00;374.00;689186.00;775.00;1459.00;1147.00;138042.00;529.00;909.00;991.00;160747.00;696.00
32.165;5966.00;3838.00;505143.00;196.00;1831.00;0.00;2288091.00;418.00;2433.00;2713.00;2458853.00;546.00;659.00;371.00;690966.00;344.00;1442.00;1079.00;135141.00;831.00;964.00;1258.00;160315.00;264.00
32.170;6537.00;2738.00;504634.00;539.00;707.00;0.00;2298588.00;254.00;2544.00;2992.00;2434893.00;508.00;743.00;304.00;696839.00;495.00;1548.00;693.00;137949.00;631.00;1374.00;1511.00;157766.00;470.00
32.176;6162.00;2965.00;506747.00;506.00;1325.00;172.00;2291914.00;378.00;2736.00;3516.00;2428439.00;703.00;344.00;516.00;688284.00;482.00;1914.00;787.00;137406.00;684.00;1203.00;1203.00;162930.00;381.00
32.182;6613.00;3571.00;501991.00;467.00;1055.00;206.00;2286121.00;300.00;2400.00;3131.00;2440053.00;355.00;500.00;560.00;691524.00;332.00;1109.00;891.00;135944.00;991.00;1506.00;1517.00;158359.00;674.00
32.188;6286.00;3705.00;504847.00;616.00;1242.00;0.00;2301585.00;419.00;2980.00;3260.00;2421417.00;703.00;611.00;544.00;687494.00;353.00;1385.00;854.00;139162.00;686.00;761.00;1614.00;159718.00;493.00
32.193;6219.00;3061.00;504940.00;866.00;1862.00;0.00;2306057.00;286.00;2647.00;2952.00;2429868.00;480.00;720.00;620.00;697419.00;334.00;1360.00;1126.00;135389.00;518.00;1108.00;1478.00;158715.00;629.00
32.199;6399.00;3043.00;506211.00;312.00;2063.00;150.00;2274573.00;722.00;2603.00;3702.00;2428969.00;492.00;666.00;367.00;696554.00;368.00;1670.00;694.00;135542.00;757.00;1150.00;1494.00;163640.00;523.00
32.205;5700.00;3847.00;502622.00;172.00;1483.00;0.00;2268760.00;275.00;2079.00;3669.00;2433164.00;295.00;312.00;716.00;696183.00;273.00;1594.00;1090.00;137953.00;672.00;1879.00;1066.00;160210.00;481.00
32.210;6499.00;2885.00;506324.00;195.00;2216.00;162.00;2292246.00;217.00;2501.00;3484.00;2437428.00;638.00;789.00;736.00;698923.00;364.00;1562.00;862.00;136260.00;321.00;1845.00;1512.00;157942.00;397.00
32.216;6621.00;3574.00;502588.00;197.00;2009.00;0.00;2303303.00;640.00;1618.00;2717.00;2418654.00;529.00;768.00;359.00;708705.00;405.00;1675.00;779.00;138821.00;679.00;1112.00;1136.00;160133.00;469.00
32.222;6041.00;3529.00;503725.00;218.00;1382.00;0.00;2294451.00;545.00;1738.00;3634.00;2431893.00;552.00;504.00;581.00;705855.00;400.00;1867.00;859.00;137001.00;996.00;977.00;1611.00;157416.00;1037.00
32.228;6430.00;3432.00;501022.00;654.00;1132.00;173.00;2277748.00;593.00;2461.00;3111.00;2427099.00;466.00;797.00;529.00;707036.00;680.00;1550.00;792.00;135859.00;438.00;1022.00;1161.00;156198.00;205.00
32.233;5840.00;3273.00;498113.00;509.00;2300.00;0.00;2273193.00;461.00;2137.00;3263.00;2397919.00;557.00;550.00;660.00;704906.00;467.00;1785.00;701.00;135067.00;681.00;1375.00;1320.00;158251.00;576.00
32.239;5929.00;3016.00;499754.00;345.00;1320.00;0.00;2281883.00;249.00;2236.00;2475.00;2411474.00;586.00;531.00;607.00;704865.00;346.00;1428.00;767.00;136901.00;797.00;1416.00;1563.00;156239.00;333.00
32.245;5738.00;4396.00;497707.00;577.00;1616.00;0.00;2293847.00;504.00;2632.00;3614.00;2406548.00;457.00;424.00;511.00;700263.00;357.00;1399.00;732.00;138272.00;697.00;1120.00;948.00;157265.00;274.00
32.250;6396.00;3316.00;498353.00;154.00;1465.00;175.00;2292662.00;445.00;2533.00;2643.00;2410609.00;755.00;716.00;299.00;714399.00;334.00;1538.00;923.00;138416.00;482.00;1506.00;2018.00;156954.00;421.00
32.256;6606.00;3369.00;500465.00;643.00;1583.00;0.00;2284414.00;478.00;2727.00;3065.00;2430464.00;564.00;254.00;510.00;713196.00;539.00;1283.00;509.00;137669.00;960.00;810.00;1238.00;156522.00;444.00
32.262;5877.00;3140.00;499208.00;827.00;1757.00;0.00;2291895.00;534.00;2396.00;3470.00;2409690.00;583.00;497.00;298.00;712860.00;528.00;1168.00;515.00;139248.00;990.00;1491.00;1336.00;156793.00;229.00
32.268;6637.00;3296.00;503300.00;562.00;2304.00;0.00;2285287.00;248.00;2165.00;3670.00;2411166.00;692.00;485.00;345.00;712291.00;536.00;1061.00;890.00;140436.00;669.00;1214.00;1395.00;156831.00;690.00
32.273;6376.00;3350.00;496444.00;589.00;928.00;0.00;2285376.00;428.00;2377.00;3077.00;2404452.00;197.00;750.00;523.00;710844.00;647.00;1519.00;799.00;137471.00;645.00;920.00;830.00;155552.00;520.00
32.279;5905.00;3082.00;492757.00;984.00;1265.00;0.00;2280290.00;210.00;2053.00;2572.00;2412673.00;678.00;517.00;761.00;716939.00;262.00;1375.00;921.00;139470.00;746.00;852.00;1208.00;155428.00;258.00
32.285;5714.00;2811.00;489269.00;495.00;1776.00;0.00;2265267.00;575.00;2288.00;3230.00;2409532.00;712.00;559.00;295.00;716699.00;500.00;1932.00;666.00;138128.00;683.00;972.00;970.00;157686.00;273.00
32.291;6397.00;3586.00;499354.00;155.00;1677.00;0.00;2264199.00;173.00;2522.00;2843.00;2400833.00;545.00;332.00;405.00;721287.00;593.00;1739.00;420.00;139169.00;877.00;1242.00;1674.00;158374.00;304.00
32.296;5747.00;2901.00;494402.00;848.00;1281.00;176.00;2276291.00;342.00;2098.00;3229.00;2396709.00;541.00;409.00;459.00;723101.00;555.00;1251.00;690.00;136649.00;1149.00;1556.00;1524.00;155215.00;440.00
32.302;5967.00;3495.00;498119.00;156.00;1273.00;321.00;2274874.00;189.00;2120.00;3361.00;2408261.00;788.00;279.00;460.00;722243.00;534.00;1556.00;1121.00;138064.00;516.00;1251.00;1208.00;154379.00;781.00
32.308;5790.00;3931.00;491591.00;637.00;1560.00;0.00;2276277.00;417.00;2190.00;2572.00;2369925.00;290.00;609.00;403.00;724161.00;476.00;1606.00;768.00;138698.00;1000.00;1650.00;979.00;153868.00;445.00
32.313;5186.00;3377.00;492905.00;331.00;1567.00;0.00;2253465.00;213.00;2530.00;2669.00;2383760.00;638.00;647.00;449.00;721860.00;502.00;1481.00;790.00;138594.00;906.00;1353.00;1375.00;153312.00;206.00
32.319;5733.00;3227.00;496541.00;703.00;1622.00;161.00;2259995.00;281.00;2469.00;3515.00;2390462.00;424.00;405.00;518.00;730700.00;500.00;1378.00;846.00;142013.00;519.00;712.00;1053.00;152997.00;485.00
32.325;6381.00;3898.00;497043.00;771.00;1304.00;0.00;2273816.00;285.00;1831.00;3356.00;2383697.00;579.00;405.00;377.00;728887.00;293.00;1386.00;612.00;139260.00;925.00;1307.00;975.00;153519.00;488.00
32.331;5563.00;3132.00;489375.00;914.00;1413.00;0.00;2257262.00;689.00;2209.00;2847.00;2392491.00;449.00;555.00;471.00;729797.00;535.00;1278.00;981.00;140656.00;939.00;1269.00;1762.00;153160.00;355.00
32.336;5402.00;3630.00;487140.00;494.00;1254.00;171.00;2266628.00;636.00;2010.00;2869.00;2382638.00;392.00;529.00;530.00;738784.00;364.00;1400.00;1305.00;136428.00;662.00;1019.00;999.00;152028.00;511.00
32.342;5617.00;3435.00;491566.00;199.00;1744.00;0.00;2272733.00;307.00;1728.00;2310.00;2355773.00;572.00;480.00;497.00;730794.00;442.00;1652.00;1183.00;142854.00;893.00;1101.00;1998.00;150945.00;260.00
32.348;4520.00;3649.00;493156.00;411.00;1634.00;155.00;2263417.00;436.00;2311.00;3455.00;2382829.00;619.00;715.00;336.00;738669.00;270.00;1545.00;1039.00;138972.00;1110.00;830.00;1430.00;155518.00;559.00
32.353;5912.00;3259.00;485695.00;701.00;1353.00;0.00;2255237.00;373.00;2176.00;3132.00;2365056.00;697.00;797.00;196.00;738850.00;548.00;1251.00;808.00;139022.00;928.00;900.00;1801.00;153759.00;513.00
32.359;5493.00;3318.00;486832.00;154.00;1342.00;158.00;2259206.00;482.00;2705.00;2552.00;2358225.00;587.00;825.00;569.00;739941.00;432.00;1348.00;680.00;139737.00;687.00;952.00;1272.00;150301.00;330.00
32.365;5184.00;2570.00;486565.00;326.00;1321.00;0.00;2263305.00;406.00;2107.00;2912.00;2368813.00;484.00;573.00;472.00;739244.00;340.00;1233.00;466.00;139058.00;673.00;1062.00;1253.00;150427.00;475.00
32.371;5482.00;2660.00;490623.00;204.00;1663.00;150.00;2243686.00;436.00;2350.00;2937.00;2351815.00;461.00;257.00;522.00;745253.00;408.00;1600.00;686.00;137786.00;688.00;924.00;1676.00;149931.00;277.00
32.376;5049.00;3121.00;484086.00;565.00;1782.00;0.00;2256617.00;376.00;2214.00;3243.00;2337301.00;458.00;794.00;377.00;744028.00;393.00;1581.00;764.00;139292.00;1084.00;1390.00;1073.00;151213.00;515.00
32.382;5395.00;2707.00;490741.00;564.00;942.00;0.00;2236433.00;277.00;1894.00;2807.00;2367522.00;508.00;544.00;346.00;745045.00;609.00;2147.00;767.00;139807.00;852.00;1137.00;1454.00;150520.00;607.00
32.388;5756.00;3337.00;484084.00;374.00;1417.00;0.00;2239518.00;439.00;2390.00;2943.00;2343652.00;514.00;743.00;340.00;751320.00;351.00;1399.00;771.00;138257.00;1039.00;1362.00;980.00;154495.00;569.00
32.393;5869.00;2472.00;485901.00;772.00;1138.00;0.00;2252067.00;182.00;2172.00;2976.00;2350144.00;513.00;806.00;447.00;746809.00;573.00;1574.00;452.00;139427.00;797.00;1099.00;1464.00;149708.00;351.00
32.399;5491.00;3774.00;484970.00;334.00;1003.00;0.00;2233578.00;214.00;2708.00;2733.00;2341479.00;512.00;582.00;490.00;753506.00;667.00;1045.00;845.00;141389.00;820.00;918.00;1481.00;152863.00;358.00
32.405;5919.00;3703.00;481603.00;164.00;1473.00;307.00;2239871.00;423.00;1987.00;3009.00;2332068.00;472.00;586.00;295.00;755569.00;432.00;1883.00;1010.00;140897.00;702.00;999.00;1256.00;150488.00;201.00
32.411;5344.00;3051.00;488482.00;360.00;1543.00;0.00;2239226.00;263.00;2878.00;2800.00;2322201.00;426.00;372.00;425.00;750679.00;384.00;1725.00;545.00;139467.00;525.00;1003.00;1478.00;150800.00;211.00
32.416;5465.00;3123.00;485661.00;528.00;1451.00;0.00;2218383.00;347.00;2101.00;3516.00;2330263.00;699.00;563.00;383.00;756222.00;510.00;1365.00;776.00;139983.00;901.00;855.00;1156.00;152560.00;347.00
32.422;5816.00;3374.00;481379.00;166.00;1276.00;152.00;2240504.00;464.00;2670.00;2944.00;2333104.00;548.00;595.00;326.00;754544.00;362.00;1307.00;1185.00;135837.00;545.00;992.00;1411.00;151577.00;540.00
32.428;5704.00;3064.00;484192.00;394.00;1571.00;0.00;2230735.00;481.00;2224.00;2570.00;2318307.00;540.00;477.00;322.00;757262.00;420.00;915.00;522.00;139615.00;789.00;1317.00;1135.00;149605.00;283.00
32.434;5515.00;2304.00;485094.00;203.00;1601.00;177.00;2223868.00;355.00;1958.00;3033.00;2304088.00;564.00;541.00;316.00;758052.00;627.00;1271.00;741.00;141250.00;569.00;999.00;1174.00;149139.00;418.00
32.439;5140.00;3719.00;476485.00;230.00;1425.00;0.00;2232960.00;552.00;2486.00;3446.00;2319850.00;615.00;316.00;366.00;760724.00;676.00;1639.00;1085.00;140166.00;690.00;1231.00;1654.00;146565.00;251.00
32.445;6365.00;2517.00;478783.00;307.00;1784.00;179.00;2240496.00;159.00;2471.00;3154.00;2322968.00;438.00;667.00;284.00;759631.00;509.00;1417.00;604.00;140184.00;874.00;1717.00;1159.00;147674.00;466.00
32.451;6038.00;2935.00;479111.00;154.00;1758.00;157.00;2230818.00;0.00;2547.00;2573.00;2316957.00;747.00;516.00;257.00;766059.00;340.00;772.00;1123.00;141484.00;734.00;710.00;1328.00;148693.00;685.00
32.456;5535.00;3350.00;474431.00;929.00;1487.00;164.00;2228833.00;255.00;2755.00;3183.00;2316430.00;476.00;464.00;398.00;762563.00;336.00;1352.00;962.00;137314.00;969.00;1124.00;899.00;151151.00;336.00
32.462;4822.00;3862.00;480957.00;1140.00;1419.00;0.00;2237015.00;424.00;2000.00;3074.00;2312274.00;463.00;573.00;497.00;769002.00;551.00;1385.00;370.00;141262.00;901.00;1711.00;911.00;149390.00;150.00
32.468;5248.00;3200.00;476438.00;521.00;1946.00;0.00;2226890.00;490.00;1981.00;2278.00;2301255.00;504.00;268.00;368.00;771419.00;684.00;1916.00;698.00;145215.00;613.00;1401.00;1381.00;149550.00;264.00
32.474;5854.00;2930.00;476329.00;763.00;1676.00;0.00;2242377.00;216.00;1902.00;3469.00;2297555.00;544.00;426.00;689.00;779715.00;561.00;1706.00;789.00;141814.00;534.00;1267.00;1375.00;147284.00;408.00
32.479;6122.00;4095.00;479571.00;971.00;1558.00;0.00;2226019.00;255.00;2739.00;3666.00;2280565.00;444.00;664.00;344.00;777657.00;479.00;931.00;810.00;138866.00;478.00;1473.00;1571.00;147363.00;217.00
32.485;5528.00;3001.00;475705.00;329.00;1314.00;0.00;2214971.00;188.00;2772.00;2953.00;2280068.00;685.00;552.00;309.00;775834.00;309.00;1640.00;1070.00;144608.00;707.00;1132.00;1644.00;145688.00;442.00
32.491;5741.00;3404.00;475838.00;538.00;1577.00;0.00;2218057.00;368.00;1879.00;2833.00;2286082.00;515.00;560.00;293.00;774268.00;669.00;1211.00;851.00;139532.00;707.00;1166.00;1407.00;148415.00;311.00
32.496;5864.00;2856.00;470942.00;640.00;1411.00;151.00;2212082.00;758.00;2148.00;2741.00;2287887.00;459.00;661.00;362.00;775613.00;457.00;1362.00;758.00;142009.00;485.00;1103.00;1364.00;145909.00;353.00
32.502;5631.00;3513.00;473633.00;512.00;1241.00;169.00;2222077.00;427.00;2523.00;2649.00;2282058.00;592.00;520.00;308.00;778958.00;279.00;1123.00;953.00;140740.00;806.00;950.00;993.00;143288.00;611.00
32.508;4946.00;3432.00;475032.00;393.00;1373.00;0.00;2215143.00;404.00;1944.00;3412.00;2287372.00;509.00;562.00;284.00;789527.00;368.00;1436.00;904.00;139331.00;780.00;654.00;1096.00;146852.00;467.00
32.514;4568.00;2512.00;472063.00;495.00;1733.00;0.00;2227259.00;541.00;1981.00;2916.00;2256588.00;515.00;1058.00;313.00;783838.00;347.00;1314.00;595.00;142261.00;618.00;1031.00;1129.00;148023.00;279.00
32.519;5311.00;3692.00;474074.00;370.00;1723.00;0.00;2211616.00;268.00;2174.00;3367.00;2262369.00;624.00;587.00;379.00;792142.00;393.00;1458.00;867.00;141351.00;761.00;929.00;1187.00;146057.00;404.00
32.525;5789.00;3636.00;471599.00;636.00;1166.00;0.00;2227783.00;568.00;2025.00;3415.00;2260716.00;561.00;654.00;569.00;785733.00;374.00;1354.00;891.00;141576.00;797.00;1301.00;1306.00;144463.00;608.00
32.531;4746.00;2623.00;476649.00;605.00;1429.00;359.00;2205346.00;211.00;2171.00;3061.00;2264202.00;366.00;942.00;569.00;797016.00;882.00;1228.00;871.00;142468.00;471.00;465.00;1049.00;144072.00;493.00
32.537;5402.00;2286.00;469378.00;550.00;1664.00;161.00;2181168.00;412.00;2260.00;2882.00;2251715.00;465.00;359.00;523.00;789832.00;394.00;1647.00;550.00;142838.00;665.00;687.00;1166.00;146094.00;584.00
32.542;5367.00;1943.00;468756.00;349.00;1294.00;0.00;2205203.00;370.00;2357.00;3027.00;2230938.00;414.00;504.00;372.00;796399.00;896.00;1351.00;638.00;142658.00;386.00;704.00;1341.00;144889.00;0.00
32.548;5155.00;2826.00;465059.00;152.00;1688.00;0.00;2193755.00;618.00;2051.00;2781.00;2255248.00;476.00;432.00;225.00;800893.00;316.00;1564.00;739.00;139287.00;532.00;741.00;1007.00;146101.00;449.00
32.554;4816.00;3422.00;465188.00;489.00;1429.00;0.00;2219748.00;227.00;2304.00;3058.00;2230808.00;629.00;436.00;320.00;790424.00;397.00;1126.00;478.00;142190.00;424.00;1099.00;1272.00;145867.00;353.00
32.559;5790.00;2778.00;462470.00;272.00;1241.00;0.00;2193699.00;166.00;2268.00;3113.00;2222521.00;643.00;332.00;311.00;798727.00;603.00;1323.00;846.00;141393.00;677.00;1284.00;1306.00;146404.00;842.00
32.565;4831.00;3764.00;464726.00;688.00;1405.00;0.00;2193429.00;428.00;2174.00;3464.00;2237633.00;505.00;438.00;476.00;810117.00;411.00;756.00;951.00;140476.00;769.00;1099.00;1706.00;145246.00;0.00
32.571;5036.00;2790.00;467976.00;442.00;1546.00;183.00;2182794.00;162.00;2706.00;2897.00;2222544.00;445.00;478.00;388.00;804367.00;561.00;1277.00;570.00;139504.00;652.00;1342.00;1421.00;145738.00;426.00
32.577;4923.00;2871.00;462090.00;602.00;1260.00;0.00;2206619.00;194.00;1429.00;2651.00;2215285.00;454.00;589.00;355.00;799866.00;415.00;1439.00;614.00;139956.00;712.00;1513.00;817.00;143186.00;547.00
32.582;5743.00;4307.00;460570.00;549.00;1663.00;0.00;2179022.00;274.00;2796.00;3466.00;2212081.00;573.00;777.00;537.00;813648.00;387.00;1380.00;612.00;141998.00;648.00;1173.00;720.00;146642.00;328.00
32.588;4433.00;3649.00;462864.00;389.00;999.00;0.00;2166066.00;600.00;2608.00;3180.00;2210965.00;267.00;382.00;286.00;807332.00;332.00;1457.00;390.00;141097.00;595.00;1148.00;773.00;143034.00;285.00
32.594;5274.00;2955.00;465464.00;306.00;1173.00;0.00;2181773.00;457.00;2859.00;2631.00;2202040.00;680.00;476.00;317.00;807778.00;333.00;1260.00;654.00;142172.00;949.00;1111.00;984.00;143925.00;461.00
32.599;6139.00;3335.00;462243.00;579.00;1314.00;0.00;2179767.00;0.00;2251.00;3082.00;2205783.00;421.00;536.00;270.00;817550.00;254.00;790.00;759.00;139647.00;666.00;664.00;1153.00;143329.00;280.00
32.605;6150.00;3784.00;460015.00;581.00;1279.00;0.00;2163276.00;631.00;2978.00;3355.00;2202681.00;211.00;272.00;514.00;817575.00;438.00;1019.00;780.00;143753.00;756.00;1358.00;1340.00;143775.00;477.00
32.611;5930.00;3951.00;465353.00;874.00;1384.00;0.00;2179370.00;152.00;2175.00;2841.00;2199867.00;438.00;530.00;308.00;818498.00;260.00;1193.00;622.00;140990.00;583.00;1679.00;1431.00;142918.00;606.00
32.617;5810.00;2089.00;461101.00;789.00;1459.00;0.00;2166372.00;659.00;2421.00;2849.00;2192181.00;368.00;417.00;265.00;819588.00;312.00;1358.00;747.00;142379.00;477.00;1384.00;1778.00;143041.00;537.00
32.622;5072.00;3418.00;454224.00;546.00;1396.00;207.00;2171664.00;209.00;2791.00;2954.00;2177592.00;663.00;824.00;331.00;823913.00;465.00;1027.00;1004.00;142155.00;712.00;1162.00;1326.00;143650.00;262.00
32.628;4899.00;3110.00;460036.00;369.00;1521.00;0.00;2169125.00;182.00;2766.00;2699.00;2182877.00;548.00;381.00;369.00;824624.00;424.00;1831.00;673.00;147784.00;432.00;1301.00;1480.00;143071.00;333.00
32.634;5332.00;2890.00;455166.00;765.00;1417.00;0.00;2153895.00;390.00;2104.00;3341.00;2182705.00;617.00;303.00;285.00;826525.00;358.00;1539.00;868.00;144576.00;977.00;1122.00;718.00;143532.00;537.00
32.640;5287.00;3937.00;455998.00;194.00;1319.00;0.00;2168678.00;161.00;2361.00;2529.00;2168832.00;511.00;444.00;288.00;823925.00;516.00;1349.00;667.00;142372.00;661.00;892.00;1278.00;142400.00;479.00
32.645;4622.00;2441.00;453223.00;1146.00;1526.00;173.00;2154006.00;207.00;2251.00;3608.00;2157359.00;394.00;518.00;517.00;823749.00;449.00;1092.00;758.00;143144.00;707.00;825.00;1153.00;144138.00;289.00
32.651;5328.00;3358.00;448834.00;721.00;1329.00;161.00;2146018.00;480.00;2409.00;2688.00;2174412.00;189.00;300.00;589.00;832085.00;456.00;1014.00;476.00;143777.00;476.00;915.00;1323.00;144046.00;436.00
32.657;5482.00;2518.00;452894.00;903.00;1661.00;0.00;2157138.00;492.00;2332.00;2621.00;2153261.00;442.00;363.00;319.00;833814.00;344.00;1306.00;634.00;143823.00;471.00;1236.00;1159.00;142147.00;312.00
32.662;5119.00;2471.00;451968.00;562.00;1682.00;165.00;2144064.00;185.00;2632.00;3006.00;2157398.00;543.00;546.00;398.00;828578.00;288.00;1513.00;822.00;147033.00;539.00;713.00;1219.00;146534.00;239.00
32.668;5935.00;2645.00;449054.00;184.00;1399.00;0.00;2131904.00;173.00;2114.00;2324.00;2159192.00;591.00;357.00;288.00;833385.00;493.00;1121.00;556.00;144771.00;530.00;1874.00;1236.00;144359.00;536.00
32.674;5711.00;3678.00;446282.00;516.00;1173.00;0.00;2152277.00;243.00;1722.00;2126.00;2153331.00;523.00;677.00;538.00;841833.00;525.00;815.00;762.00;144457.00;544.00;854.00;1239.00;140913.00;435.00
32.680;5245.00;3306.00;453222.00;155.00;1325.00;0.00;2141862.00;232.00;2310.00;3027.00;2141035.00;615.00;293.00;274.00;839931.00;458.00;1324.00;426.00;141926.00;370.00;786.00;1690.00;144386.00;555.00
32.685;4636.00;2564.00;448596.00;622.00;1237.00;0.00;2147024.00;175.00;2130.00;2983.00;2120454.00;659.00;334.00;291.00;848282.00;340.00;1219.00;531.00;144593.00;559.00;1096.00;1621.00;141227.00;397.00
32.691;5234.00;2824.00;446474.00;185.00;1117.00;0.00;2141890.00;373.00;2259.00;2868.00;2112834.00;468.00;599.00;336.00;849211.00;184.00;1272.00;577.00;142709.00;627.00;962.00;1101.00;139554.00;547.00
32.697;4850.00;2834.00;450427.00;0.00;1594.00;150.00;2134101.00;311.00;1504.00;2451.00;2132079.00;464.00;305.00;287.00;842948.00;349.00;1316.00;344.00;144489.00;544.00;1838.00;1184.00;140020.00;600.00
32.702;4650.00;3293.00;451452.00;322.00;1626.00;0.00;2130112.00;513.00;1850.00;2858.00;2120061.00;605.00;409.00;517.00;840736.00;350.00;768.00;509.00;146312.00;829.00;1023.00;1883.00;139737.00;248.00
32.708;5185.00;3072.00;443135.00;306.00;1505.00;0.00;2114374.00;566.00;2474.00;2752.00;2117941.00;448.00;424.00;350.00;845363.00;238.00;1104.00;501.00;142191.00;753.00;475.00;1708.00;139685.00;331.00
32.714;5921.00;2918.00;444479.00;187.00;1715.00;166.00;2106048.00;388.00;2168.00;2433.00;2107532.00;394.00;625.00;645.00;852682.00;327.00;922.00;829.00;145124.00;496.00;1126.00;902.00;140922.00;683.00
32.720;5222.00;2532.00;439693.00;338.00;1424.00;206.00;2112570.00;179.00;1611.00;2394.00;2099513.00;574.00;422.00;242.00;840900.00;258.00;1255.00;748.00;141778.00;800.00;989.00;1169.00;141361.00;607.00
32.725;5642.00;2256.00;440471.00;618.00;1243.00;0.00;2110219.00;337.00;2457.00;2668.00;2077127.00;480.00;413.00;350.00;850537.00;359.00;1582.00;856.00;143904.00;486.00;957.00;1142.00;139580.00;385.00
32.731;5051.00;3075.00;444651.00;664.00;561.00;0.00;2115773.00;330.00;2586.00;3956.00;2086578.00;477.00;713.00;305.00;851518.00;404.00;1166.00;931.00;145783.00;647.00;1529.00;959.00;139297.00;289.00
32.737;5909.00;2896.00;442711.00;0.00;1622.00;0.00;2106099.00;404.00;2793.00;3626.00;2075841.00;454.00;408.00;363.00;858304.00;286.00;975.00;583.00;143471.00;669.00;752.00;1191.00;139099.00;510.00
32.743;4050.00;2548.00;440196.00;366.00;1718.00;0.00;2089493.00;282.00;2722.00;2670.00;2065332.00;443.00;601.00;337.00;859366.00;549.00;1391.00;607.00;145811.00;760.00;1251.00;1649.00;136696.00;490.00
32.748;4105.00;2619.00;441301.00;876.00;1160.00;0.00;2082849.00;362.00;2564.00;2321.00;2061512.00;517.00;599.00;800.00;852028.00;399.00;813.00;899.00;144914.00;746.00;930.00;820.00;139757.00;309.00
32.754;5391.00;3128.00;437471.00;864.00;755.00;211.00;2081853.00;235.00;2888.00;2134.00;2061497.00;475.00;465.00;408.00;858068.00;364.00;1596.00;690.00;145332.00;729.00;823.00;1450.00;139819.00;335.00
32.760;5330.00;3365.00;437301.00;205.00;997.00;173.00;2082235.00;162.00;2356.00;2792.00;2066658.00;298.00;428.00;499.00;858887.00;562.00;1364.00;369.00;144521.00;630.00;974.00;1265.00;137724.00;273.00
32.765;4493.00;2561.00;433894.00;347.00;1296.00;0.00;2070880.00;0.00;1585.00;2672.00;2045957.00;424.00;565.00;292.00;863315.00;440.00;831.00;363.00;144224.00;852.00;1095.00;1529.00;139281.00;398.00
32.771;4190.00;3076.00;428658.00;552.00;1288.00;179.00;2069150.00;299.00;2170.00;2442.00;2032226.00;267.00;260.00;268.00;861950.00;460.00;1578.00;699.00;145766.00;495.00;1165.00;1183.00;137834.00;500.00
32.777;4787.00;3172.00;428096.00;367.00;980.00;0.00;2059592.00;316.00;1758.00;3113.00;2028695.00;485.00;549.00;195.00;861002.00;334.00;1067.00;608.00;140720.00;507.00;1554.00;1076.00;137140.00;191.00
32.783;5052.00;2317.00;429424.00;198.00;1359.00;0.00;2051609.00;160.00;2780.00;3043.00;2039813.00;242.00;476.00;276.00;863732.00;542.00;1216.00;464.00;144606.00;643.00;1180.00;1375.00;137234.00;215.00
